#Time (us) ; Current (mA) ; Voltage (V) ; PC ; IRQ 
1357519000 ; 0.000664478 ; 3.30368 ; 0 ; 0
1357601000 ; 0.0012939 ; 3.30399 ; 0 ; 0
1357683000 ; 0.000126606 ; 3.30322 ; 0 ; 0
1357766000 ; 0.00139309 ; 3.3033 ; 0 ; 0
1357852000 ; 0.000649219 ; 3.30315 ; 0 ; 0
1357934000 ; 0.000805622 ; 3.30345 ; 0 ; 0
1358016000 ; 0.00112606 ; 3.30368 ; 0 ; 0
1358098000 ; 0.000469929 ; 3.30353 ; 0 ; 0
1358180000 ; 0.00119472 ; 3.3036 ; 0 ; 0
1358262000 ; 0.000321155 ; 3.30315 ; 0 ; 0
1358344000 ; 0.000439411 ; 3.30345 ; 0 ; 0
1358426000 ; 0.000920063 ; 3.3033 ; 0 ; 0
1358510000 ; 0.000916248 ; 3.30368 ; 0 ; 0
1358594000 ; 0.000817066 ; 3.30345 ; 0 ; 0
1358678000 ; 0.00225139 ; 3.30467 ; 0 ; 0
1358762000 ; 0.000851398 ; 3.30353 ; 0 ; 0
1358845000 ; 0.00120617 ; 3.3033 ; 0 ; 0
1358927000 ; 0.000912433 ; 3.30338 ; 0 ; 0
1359011000 ; 0.000439411 ; 3.30452 ; 0 ; 0
1359095000 ; 0.00187374 ; 3.30376 ; 0 ; 0
1359177000 ; 0.000393635 ; 3.30345 ; 0 ; 0
1359261000 ; 0.00102306 ; 3.3046 ; 0 ; 0
1359345000 ; 0.00115657 ; 3.30322 ; 0 ; 0
1359427000 ; 0.00124813 ; 3.30345 ; 0 ; 0
1359511000 ; 0.000672108 ; 3.30322 ; 0 ; 0
1359593000 ; 0.00107265 ; 3.30338 ; 0 ; 0
1359675000 ; 0.000717884 ; 3.30322 ; 0 ; 0
1359760000 ; 0.000912433 ; 3.30353 ; 0 ; 0
1359842000 ; 0.00104595 ; 3.30345 ; 0 ; 0
1359926000 ; 0.000649219 ; 3.3033 ; 0 ; 0
1360008000 ; 0.00122142 ; 3.30338 ; 0 ; 0
1360090000 ; 0.0011375 ; 3.30345 ; 0 ; 0
1360173000 ; 0.00076366 ; 3.30353 ; 0 ; 0
1360255000 ; 0.00123287 ; 3.3036 ; 0 ; 0
1360339000 ; 0.00173259 ; 3.30345 ; 0 ; 0
1360421000 ; 0.00145031 ; 3.30353 ; 0 ; 0
1360505000 ; 6.1756e-05 ; 3.3033 ; 0 ; 0
1360587000 ; 0.000546223 ; 3.3036 ; 0 ; 0
1360669000 ; 0.000756031 ; 3.30338 ; 0 ; 0
1360751000 ; 0.000691181 ; 3.30353 ; 0 ; 0
1360835000 ; 0.00083614 ; 3.3033 ; 0 ; 0
1360919000 ; 0.00118328 ; 3.30345 ; 0 ; 0
