#Time (us) ; Current (mA) ; Voltage (V) ; PC ; IRQ 
1276488000 ; 0.000748402 ; 3.30315 ; 0 ; 0
1276571000 ; 0.00124813 ; 3.3033 ; 0 ; 0
1276661000 ; 0.00104976 ; 3.30482 ; 0 ; 0
1276753000 ; 0.00108028 ; 3.30429 ; 0 ; 0
1276844000 ; 8.84589e-05 ; 3.30353 ; 0 ; 0
1276936000 ; 0.000221973 ; 3.3033 ; 0 ; 0
1277029000 ; 0.000588184 ; 3.30353 ; 0 ; 0
1277115000 ; 0.000904804 ; 3.30345 ; 0 ; 0
1277197000 ; 0.00057674 ; 3.30345 ; 0 ; 0
1277284000 ; 0.000408893 ; 3.30353 ; 0 ; 0
